,1/255,4/255,8/255,12/255,16/255
Chen2024Data_WRN_34_20,0.8266666531562805,0.7333333492279053,0.550000011920929,0.35999999940395355,0.23333333432674405
Peng2023Robust,0.9433333277702332,0.8700000047683716,0.723333328962326,0.46666666865348816,0.29999999701976776
Rebuffi2021Fixing_70_16_cutmix_ddpm,0.8733333349227905,0.8100000023841858,0.6766666769981384,0.46000000834465027,0.2800000011920929
Rice2020Overfitting,0.8199999928474426,0.7233333587646484,0.54666668176651,0.2900000065565109,0.18333333730697632
Wang2020Improving,0.8500000238418579,0.7833333313465118,0.6066666543483734,0.3300000131130218,0.16666667163372034
